[2025-01-19T18:17:13.359Z] debug: 	Importing configs...
[2025-01-19T19:03:35.497Z] debug: 	Profile has level 5 area EMERGENCY_WALL but no bonus found, adding FuelConsumption
[2025-01-19T19:03:35.497Z] debug: 	Adding bonus: FuelConsumption to profile, value: 5
[2025-01-19T19:03:35.497Z] debug: 	Profile has level 5 area EMERGENCY_WALL but no bonus found, adding EnergyRegeneration
[2025-01-19T19:03:35.497Z] debug: 	Adding bonus: EnergyRegeneration to profile, value: -5
[2025-01-19T19:03:35.497Z] debug: 	Profile has level 5 area EMERGENCY_WALL but no bonus found, adding HealthRegeneration
[2025-01-19T19:03:35.497Z] debug: 	Adding bonus: HealthRegeneration to profile, value: -5
[2025-01-19T19:03:35.497Z] debug: 	Profile has level 5 area EMERGENCY_WALL but no bonus found, adding ExperienceRate
[2025-01-19T19:03:35.497Z] debug: 	Adding bonus: ExperienceRate to profile, value: -3
[2025-01-19T19:03:35.497Z] debug: 	Profile has level 5 area EMERGENCY_WALL but no bonus found, adding SkillGroupLevelingBoost
[2025-01-19T19:03:35.497Z] debug: 	Adding bonus: SkillGroupLevelingBoost to profile, value: -3
[2025-01-19T19:03:35.497Z] debug: 	Profile has level 6 area EMERGENCY_WALL but no bonus found, adding FuelConsumption
[2025-01-19T19:03:35.497Z] debug: 	Adding bonus: FuelConsumption to profile, value: -20
[2025-01-19T19:03:35.497Z] debug: 	Profile has level 6 area EMERGENCY_WALL but no bonus found, adding EnergyRegeneration
[2025-01-19T19:03:35.497Z] debug: 	Adding bonus: EnergyRegeneration to profile, value: 20
[2025-01-19T19:03:35.498Z] debug: 	Profile has level 6 area EMERGENCY_WALL but no bonus found, adding HealthRegeneration
[2025-01-19T19:03:35.498Z] debug: 	Adding bonus: HealthRegeneration to profile, value: 20
[2025-01-19T19:03:35.498Z] debug: 	Profile has level 6 area EMERGENCY_WALL but no bonus found, adding ExperienceRate
[2025-01-19T19:03:35.498Z] debug: 	Adding bonus: ExperienceRate to profile, value: 12
[2025-01-19T19:03:35.498Z] debug: 	Profile has level 6 area EMERGENCY_WALL but no bonus found, adding SkillGroupLevelingBoost
[2025-01-19T19:03:35.498Z] debug: 	Adding bonus: SkillGroupLevelingBoost to profile, value: 12
[2025-01-19T19:03:35.498Z] debug: 	Profile has level 1 area EQUIPMENT_PRESETS_STAND but no bonus found, adding TextBonus
[2025-01-19T19:03:35.498Z] debug: 	Adding bonus: TextBonus to profile, value: 1
[2025-01-19T19:03:35.498Z] debug: 	Profile has level 1 area CIRCLE_OF_CULTISTS but no bonus found, adding AdditionalSlots
[2025-01-19T19:03:35.498Z] debug: 	Adding bonus: AdditionalSlots to profile, value: 1
[2025-01-19T19:03:35.498Z] debug: 	Profile has level 1 area CIRCLE_OF_CULTISTS but no bonus found, adding TextBonus
[2025-01-19T19:03:35.498Z] debug: 	Adding bonus: TextBonus to profile, value: 0
[2025-01-19T19:03:35.498Z] debug: 	Profile made with: 3.10.4 (33420)
[2025-01-19T19:03:35.498Z] debug: 	Server version: 3.10.4 c6a9a1afb5b43463fdfa57feb18277c67b2b3334
[2025-01-19T19:03:35.498Z] debug: 	Debug enabled: false
[2025-01-19T19:03:35.498Z] debug: 	Mods enabled: true
[2025-01-19T19:03:35.556Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\version\validate
[2025-01-19T19:03:35.612Z] info: 	[Запрос клиента] 26.92.57.200 \client\languages
[2025-01-19T19:03:35.670Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\config
[2025-01-19T19:03:37.009Z] info: 	[Запрос клиента] 26.92.57.200 \client\items
[2025-01-19T19:03:44.500Z] debug: 	Saved 1 profiles, took: 17.24ms
[2025-01-19T19:03:45.747Z] info: 	[Запрос клиента] 26.92.57.200 \client\customization
[2025-01-19T19:03:45.975Z] info: 	[Запрос клиента] 26.92.57.200 \client\globals
[2025-01-19T19:03:46.749Z] info: 	[Запрос клиента] 26.92.57.200 \client\trading\api\traderSettings
[2025-01-19T19:03:46.819Z] info: 	[Запрос клиента] 26.92.57.200 \client\settings
[2025-01-19T19:03:46.868Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\list
[2025-01-19T19:03:47.278Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\select
[2025-01-19T19:03:47.336Z] info: 	[Запрос клиента] 26.92.57.200 \client\profile\status
[2025-01-19T19:03:47.394Z] info: 	[Запрос клиента] 26.92.57.200 \client\weather
[2025-01-19T19:03:47.395Z] info: 	[Запрос клиента] 26.92.57.200 \client\locale\ru
[2025-01-19T19:03:47.395Z] info: 	[Запрос клиента] 26.92.57.200 \client\locations
[2025-01-19T19:03:47.439Z] debug: 	Map: base has no base json file, skipping generation
[2025-01-19T19:03:48.551Z] info: 	[Запрос клиента] 26.92.57.200 \client\handbook\templates
[2025-01-19T19:03:50.512Z] info: 	[Запрос клиента] 26.92.57.200 \client\hideout\areas
[2025-01-19T19:03:50.662Z] info: 	[Запрос клиента] 26.92.57.200 \client\hideout\qte\list
[2025-01-19T19:03:50.735Z] info: 	[Запрос клиента] 26.92.57.200 \client\hideout\settings
[2025-01-19T19:03:50.785Z] info: 	[Запрос клиента] 26.92.57.200 \client\hideout\production\recipes
[2025-01-19T19:03:50.937Z] info: 	[Запрос клиента] 26.92.57.200 \client\builds\list
[2025-01-19T19:03:53.567Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\log
[2025-01-19T19:03:53.568Z] debug: 	[SPT.Core] 1184960
[2025-01-19T19:03:53.569Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\log
[2025-01-19T19:03:53.570Z] debug: 	[SPT.Core] 1498960
[2025-01-19T19:03:53.571Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\log
[2025-01-19T19:03:53.571Z] debug: 	[SPT.Core] 0
[2025-01-19T19:03:54.456Z] info: 	[Запрос клиента] 26.92.57.200 \client\notifier\channel\create
[2025-01-19T19:03:54.457Z] info: 	[Запрос клиента] 26.92.57.200 \client\profile\status
[2025-01-19T19:03:54.466Z] info: 	[Запрос клиента] 26.92.57.200 \client\trading\customization\storage
[2025-01-19T19:03:54.520Z] info: 	[WS] Игрок: Graf (678d420b00052b2c76b7d68c) присоединился
[2025-01-19T19:03:54.520Z] info: 	WebSocketHandler "SPT WebSocket Handler" connected
[2025-01-19T19:03:54.567Z] info: 	[Запрос клиента] 26.92.57.200 \client\server\list
[2025-01-19T19:03:54.568Z] info: 	[Запрос клиента] 26.92.57.200 \client\match\group\current
[2025-01-19T19:03:54.569Z] info: 	[Запрос клиента] 26.92.57.200 \client\friend\list
[2025-01-19T19:03:54.569Z] info: 	[Запрос клиента] 26.92.57.200 \client\friend\request\list\inbox
[2025-01-19T19:03:54.570Z] info: 	[Запрос клиента] 26.92.57.200 \client\mail\dialog\list
[2025-01-19T19:03:54.571Z] info: 	[Запрос клиента] 26.92.57.200 \client\friend\request\list\outbox
[2025-01-19T19:03:54.572Z] info: 	[Запрос клиента] 26.92.57.200 \client\quest\list
[2025-01-19T19:03:56.888Z] info: 	[Запрос клиента] 26.92.57.200 \client\achievement\statistic
[2025-01-19T19:03:56.950Z] info: 	[Запрос клиента] 26.92.57.200 \client\achievement\list
[2025-01-19T19:03:57.143Z] info: 	[Запрос клиента] 26.92.57.200 \client\repeatalbeQuests\activityPeriods
[2025-01-19T19:03:57.143Z] debug: 	[Quest Check] daily quests are still valid.
[2025-01-19T19:03:57.143Z] debug: 	[Quest Check] weekly quests are still valid.
[2025-01-19T19:03:57.144Z] debug: 	[Quest Check] daily_savage quests are still valid.
[2025-01-19T19:03:57.228Z] info: 	[Запрос клиента] 26.92.57.200 \client\survey
[2025-01-19T19:04:04.621Z] debug: 	Saved 1 profiles, took: 10.81ms
[2025-01-19T19:04:20.035Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:04:20.036Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:04:24.725Z] debug: 	Saved 1 profiles, took: 177.29ms
[2025-01-19T19:04:44.600Z] debug: 	Saved 1 profiles, took: 12.16ms
[2025-01-19T19:05:04.732Z] debug: 	Saved 1 profiles, took: 122.93ms
[2025-01-19T19:05:20.038Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:05:20.039Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:05:24.524Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:05:24.826Z] debug: 	Saved 1 profiles, took: 180.42ms
[2025-01-19T19:05:44.816Z] debug: 	Saved 1 profiles, took: 13.69ms
[2025-01-19T19:06:04.846Z] debug: 	Saved 1 profiles, took: 141.01ms
[2025-01-19T19:06:17.279Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\keepalive
[2025-01-19T19:06:20.029Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:06:20.030Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:06:24.757Z] debug: 	Saved 1 profiles, took: 14.34ms
[2025-01-19T19:06:44.826Z] debug: 	Saved 1 profiles, took: 14.13ms
[2025-01-19T19:06:54.531Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:07:04.822Z] debug: 	Saved 1 profiles, took: 14.84ms
[2025-01-19T19:07:20.035Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:07:20.037Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:07:24.985Z] debug: 	Saved 1 profiles, took: 14.80ms
[2025-01-19T19:07:44.878Z] debug: 	Saved 1 profiles, took: 13.70ms
[2025-01-19T19:08:04.928Z] debug: 	Saved 1 profiles, took: 15.34ms
[2025-01-19T19:08:19.912Z] debug: 	Found 1 insurance packages in profile 678d420b00052b2c76b7d68c
[2025-01-19T19:08:20.042Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:08:20.044Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:08:24.532Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:08:24.958Z] debug: 	Saved 1 profiles, took: 14.59ms
[2025-01-19T19:08:37.326Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\keepalive
[2025-01-19T19:08:44.994Z] debug: 	Saved 1 profiles, took: 15.68ms
[2025-01-19T19:09:05.167Z] debug: 	Saved 1 profiles, took: 12.55ms
[2025-01-19T19:09:20.047Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:09:20.049Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:09:25.064Z] debug: 	Saved 1 profiles, took: 15.15ms
[2025-01-19T19:09:45.087Z] debug: 	Saved 1 profiles, took: 14.48ms
[2025-01-19T19:09:54.532Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:10:05.117Z] debug: 	Saved 1 profiles, took: 15.23ms
[2025-01-19T19:10:20.044Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:10:20.046Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:10:25.147Z] debug: 	Saved 1 profiles, took: 14.83ms
[2025-01-19T19:10:45.344Z] debug: 	Saved 1 profiles, took: 14.20ms
[2025-01-19T19:10:57.366Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\keepalive
[2025-01-19T19:11:05.220Z] debug: 	Saved 1 profiles, took: 12.76ms
[2025-01-19T19:11:20.043Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:11:20.050Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:11:24.533Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:11:25.363Z] debug: 	Saved 1 profiles, took: 12.59ms
[2025-01-19T19:11:45.268Z] debug: 	Saved 1 profiles, took: 14.61ms
[2025-01-19T19:12:05.315Z] debug: 	Saved 1 profiles, took: 15.42ms
[2025-01-19T19:12:20.037Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:12:20.039Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:12:25.332Z] debug: 	Saved 1 profiles, took: 16.08ms
[2025-01-19T19:12:45.373Z] debug: 	Saved 1 profiles, took: 15.16ms
[2025-01-19T19:12:54.533Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:13:05.408Z] debug: 	Saved 1 profiles, took: 13.83ms
[2025-01-19T19:13:17.405Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\keepalive
[2025-01-19T19:13:20.032Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:13:20.034Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:13:25.429Z] debug: 	Saved 1 profiles, took: 15.30ms
[2025-01-19T19:13:45.616Z] debug: 	Saved 1 profiles, took: 14.33ms
[2025-01-19T19:14:05.494Z] debug: 	Saved 1 profiles, took: 15.55ms
[2025-01-19T19:14:20.039Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:14:20.041Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:14:24.535Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:14:25.651Z] debug: 	Saved 1 profiles, took: 10.83ms
[2025-01-19T19:14:45.559Z] debug: 	Saved 1 profiles, took: 14.56ms
[2025-01-19T19:15:05.729Z] debug: 	Saved 1 profiles, took: 12.67ms
[2025-01-19T19:15:20.035Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:15:20.037Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:15:25.649Z] debug: 	Saved 1 profiles, took: 15.25ms
[2025-01-19T19:15:37.446Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\keepalive
[2025-01-19T19:15:45.802Z] debug: 	Saved 1 profiles, took: 14.59ms
[2025-01-19T19:15:54.536Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:16:05.715Z] debug: 	Saved 1 profiles, took: 14.36ms
[2025-01-19T19:16:20.042Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:16:20.044Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:16:25.877Z] debug: 	Saved 1 profiles, took: 12.70ms
[2025-01-19T19:16:45.794Z] debug: 	Saved 1 profiles, took: 14.48ms
[2025-01-19T19:17:05.941Z] debug: 	Saved 1 profiles, took: 12.11ms
[2025-01-19T19:17:20.036Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:17:20.038Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:17:24.537Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:17:25.837Z] debug: 	Saved 1 profiles, took: 14.23ms
[2025-01-19T19:17:45.993Z] debug: 	Saved 1 profiles, took: 12.32ms
[2025-01-19T19:17:57.493Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\keepalive
[2025-01-19T19:18:05.933Z] debug: 	Saved 1 profiles, took: 12.46ms
[2025-01-19T19:18:20.037Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:18:20.039Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:18:20.869Z] debug: 	Found 1 insurance packages in profile 678d420b00052b2c76b7d68c
[2025-01-19T19:18:25.928Z] debug: 	Saved 1 profiles, took: 14.84ms
[2025-01-19T19:18:46.085Z] debug: 	Saved 1 profiles, took: 12.37ms
[2025-01-19T19:18:54.537Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:19:05.991Z] debug: 	Saved 1 profiles, took: 14.97ms
[2025-01-19T19:19:20.033Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:19:20.034Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:19:26.028Z] debug: 	Saved 1 profiles, took: 14.43ms
[2025-01-19T19:19:46.055Z] debug: 	Saved 1 profiles, took: 14.75ms
[2025-01-19T19:20:06.085Z] debug: 	Saved 1 profiles, took: 15.93ms
[2025-01-19T19:20:17.540Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\keepalive
[2025-01-19T19:20:20.045Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:20:20.047Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:20:24.537Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:20:26.132Z] debug: 	Saved 1 profiles, took: 14.50ms
[2025-01-19T19:20:46.146Z] debug: 	Saved 1 profiles, took: 15.08ms
[2025-01-19T19:21:06.320Z] debug: 	Saved 1 profiles, took: 14.29ms
[2025-01-19T19:21:20.038Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:21:20.039Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:21:26.218Z] debug: 	Saved 1 profiles, took: 14.94ms
[2025-01-19T19:21:46.243Z] debug: 	Saved 1 profiles, took: 14.43ms
[2025-01-19T19:21:54.538Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:22:06.279Z] debug: 	Saved 1 profiles, took: 15.41ms
[2025-01-19T19:22:20.039Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:22:20.040Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:22:26.318Z] debug: 	Saved 1 profiles, took: 16.26ms
[2025-01-19T19:22:37.587Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\keepalive
[2025-01-19T19:22:46.344Z] debug: 	Saved 1 profiles, took: 16.58ms
[2025-01-19T19:23:06.368Z] debug: 	Saved 1 profiles, took: 17.18ms
[2025-01-19T19:23:20.034Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:23:20.035Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:23:24.539Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:23:26.390Z] debug: 	Saved 1 profiles, took: 14.25ms
[2025-01-19T19:23:38.605Z] info: 	[Запрос клиента] 26.92.57.200 \client\checkVersion
[2025-01-19T19:23:46.423Z] debug: 	Saved 1 profiles, took: 15.28ms
[2025-01-19T19:24:06.433Z] debug: 	Saved 1 profiles, took: 15.09ms
[2025-01-19T19:24:20.037Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:24:20.039Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:24:26.471Z] debug: 	Saved 1 profiles, took: 16.40ms
[2025-01-19T19:24:38.636Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\items\moving
[2025-01-19T19:24:38.637Z] debug: 	event: Move
[2025-01-19T19:24:38.637Z] debug: 	Move item: 678d42487030772e48031b4f from slotid: mod_magazine to container: hideout
[2025-01-19T19:24:38.637Z] debug: 	event: Move
[2025-01-19T19:24:38.637Z] debug: 	Move item: 678d42487030772e48031b48 from slotid: hideout to container: FirstPrimaryWeapon
[2025-01-19T19:24:38.637Z] debug: 	event: Move
[2025-01-19T19:24:38.637Z] debug: 	Move item: 678d42481f6da4c584000005 from slotid: hideout to container: cartridges
[2025-01-19T19:24:38.637Z] debug: 	event: Move
[2025-01-19T19:24:38.637Z] debug: 	Move item: 678d42487030772e48031b4f from slotid: hideout to container: mod_magazine
[2025-01-19T19:24:38.638Z] debug: 	event: Move
[2025-01-19T19:24:38.638Z] debug: 	Move item: 678d42487030772e48031bd7 from slotid: hideout to container: Headwear
[2025-01-19T19:24:38.638Z] debug: 	event: Move
[2025-01-19T19:24:38.638Z] debug: 	Move item: 678d42487030772e48031c75 from slotid: hideout to container: ArmorVest
[2025-01-19T19:24:38.638Z] debug: 	event: Move
[2025-01-19T19:24:38.638Z] debug: 	Move item: 678d42487030772e48031915 from slotid: hideout to container: FaceCover
[2025-01-19T19:24:43.703Z] info: 	[Запрос клиента] 26.92.57.200 \client\mail\dialog\view
[2025-01-19T19:24:46.496Z] debug: 	Saved 1 profiles, took: 15.46ms
[2025-01-19T19:24:54.539Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T19:24:54.797Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\items\moving
[2025-01-19T19:24:54.797Z] debug: 	event: Split
[2025-01-19T19:24:54.798Z] debug: 	event: Move
[2025-01-19T19:24:54.798Z] debug: 	Move item: 678d43da882bdb5cfb000019 from slotid: main to container: hideout
[2025-01-19T19:25:06.515Z] debug: 	Saved 1 profiles, took: 14.71ms
[2025-01-19T19:25:06.520Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\settings\raid\menu
[2025-01-19T19:25:20.028Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T19:25:20.030Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T19:25:25.806Z] info: 	[Запрос клиента] 26.92.57.200 \client\match\group\exit_from_menu
[2025-01-19T19:25:26.563Z] debug: 	Saved 1 profiles, took: 16.06ms
[2025-01-19T19:25:46.579Z] debug: 	Saved 1 profiles, took: 16.69ms
[2025-01-19T19:25:48.688Z] info: 	[Запрос клиента] 26.92.57.200 \client\getMetricsConfig
[2025-01-19T19:25:48.809Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\settings\getRaidTime
[2025-01-19T19:25:48.810Z] debug: 	Reduced: Sandbox_high raid time by: 30% to 24 minutes
[2025-01-19T19:25:48.843Z] info: 	[Запрос клиента] 26.92.57.200 \client\raid\configuration
[2025-01-19T19:25:48.893Z] info: 	[Запрос клиента] 26.92.57.200 \client\match\local\start
[2025-01-19T19:25:48.894Z] debug: 	Starting: Sandbox_high
[2025-01-19T19:25:48.895Z] debug: 	Adjusting dynamic loot multipliers to 70% and static loot multipliers to 70% of original
[2025-01-19T19:25:48.895Z] debug: 	Removed 0 wave from map due to simulated raid start time of 11 minutes
[2025-01-19T19:25:48.929Z] debug: 	createStaticLootItem() No preset found for weapon: 6217726288ed9f0845317459
[2025-01-19T19:25:48.955Z] debug: 	createStaticLootItem() No preset found for weapon: 6217726288ed9f0845317459
[2025-01-19T19:25:48.967Z] debug: 	Added 224 guaranteed containers
[2025-01-19T19:25:48.968Z] debug: 	Container randomisation disabled, Adding 298 containers to Sandbox
[2025-01-19T19:25:49.014Z] succ: 	A total of 1425 static items spawned
[2025-01-19T19:25:49.090Z] debug: 	Attempted to add a forced loot location with Id: item_food_vine_quest [a90334da-af5e-4c5c-81a1-ffcfea0956cf] to map sandbox_high that already has that id in use, skipping
[2025-01-19T19:25:49.090Z] debug: 	Attempted to add a forced loot location with Id: item_barter_electr_hdd_meh_quest [0245d533-820b-4333-bb7d-8f4431293d8e] to map sandbox_high that already has that id in use, skipping
[2025-01-19T19:25:49.090Z] debug: 	Attempted to add a forced loot location with Id: item_food_vine_quest [a90334da-af5e-4c5c-81a1-ffcfea0956cf] to map sandbox_high that already has that id in use, skipping
[2025-01-19T19:25:49.090Z] debug: 	Attempted to add a forced loot location with Id: item_food_vine_quest [a90334da-af5e-4c5c-81a1-ffcfea0956cf] to map sandbox_high that already has that id in use, skipping
[2025-01-19T19:25:49.091Z] debug: 	Attempted to add a forced loot location with Id: item_food_vine_quest [a90334da-af5e-4c5c-81a1-ffcfea0956cf] to map sandbox_high that already has that id in use, skipping
[2025-01-19T19:25:49.091Z] debug: 	Attempted to add a forced loot location with Id: item_barter_electr_hdd_meh_quest [0245d533-820b-4333-bb7d-8f4431293d8e] to map sandbox_high that already has that id in use, skipping
[2025-01-19T19:25:49.091Z] debug: 	Attempted to add a forced loot location with Id: item_food_vine_quest [a90334da-af5e-4c5c-81a1-ffcfea0956cf] to map sandbox_high that already has that id in use, skipping
[2025-01-19T19:25:49.091Z] debug: 	Attempted to add a forced loot location with Id: kontr_crate1 [de4bd3c5-3105-44fc-8a3e-ba62309d3427] to map sandbox_high that already has that id in use, skipping
[2025-01-19T19:25:49.091Z] debug: 	Attempted to add a forced loot location with Id: kontr_crate2 [643d0c93-64c4-4cae-9895-a3ea9ca5d855] to map sandbox_high that already has that id in use, skipping
[2025-01-19T19:25:49.091Z] debug: 	Attempted to add a forced loot location with Id: kontr_crate2 [643d0c93-64c4-4cae-9895-a3ea9ca5d855] to map sandbox_high that already has that id in use, skipping
[2025-01-19T19:25:49.124Z] warn: 	В списке лута для позиции с id pumpkin_rand_loot (52) [e1cef3ff-9831-4e4a-89bd-1ba0c80016d9] отсутствуют предметы, пропускаю лут для этой позиции
[2025-01-19T19:25:49.127Z] succ: 	Заспавнено 230 динамических предметов лута
[2025-01-19T19:25:49.127Z] succ: 	Локация Sandbox_high сгенерирована
[2025-01-19T19:25:49.127Z] debug: 	Resetting loot multipliers back to their original values
[2025-01-19T19:25:56.208Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T19:25:56.328Z] debug: 	Failed placing item: 3 of: 4 items into: assault containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T19:25:56.827Z] debug: 	Failed placing item: 3 of: 4 items into: assault containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T19:25:57.030Z] debug: 	Unable to add additional magazine into bot inventory for weapon: weapon_toz_sks_762x39, attempted: 2 times
[2025-01-19T19:25:57.112Z] debug: 	Unable to add additional magazine into bot inventory for weapon: weapon_toz_sks_762x39, attempted: 1 times
[2025-01-19T19:25:57.202Z] debug: 	Failed placing item: 3 of: 4 items into: assault containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T19:25:59.070Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_redut_t 5ca21c6986f77479963115a7, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T19:25:59.070Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_redut_t 5ca21c6986f77479963115a7, unable to find plates of level: 3. Using mod items default plate
[2025-01-19T19:25:59.179Z] debug: 	Failed to add additional weapon 678d51c77030772e480817af to bot backpack, reason: NO_SPACE
[2025-01-19T19:25:59.230Z] debug: 	Failed placing item: 3 of: 4 items into: pmcbear containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T19:25:59.258Z] debug: 	Failed placing item: 3 of: 4 items into: pmcbear containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T19:25:59.417Z] debug: 	pmcusec No default: mod_muzzle mod found for: weapon_izhmash_mosin_rifle_762x54, using existing pool
[2025-01-19T19:25:59.423Z] debug: 	Plate filter was too restrictive for armor: item_equipment_rig_mmac 61bc85697113f767765c7fe7, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T19:25:59.424Z] debug: 	Plate slot: Right_side_plate selection for armor: 61bc85697113f767765c7fe7 failed: NO_DEFAULT_FILTER, skipping
